Date,Confirmed,Deceased,Recovered,Grand Total,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3)
17-Mar-21,536,3,319,858,130.65,282.92,10.58,63.29,31.44,32.03,2.26
18-Mar-21,607,1,384,992,132.18,315.11,25.47,77.4,29.26,28.17,2.44
19-Mar-21,716,4,471,1191,106.9,234.85,7.25,57.98,27,24.44,2.21
20-Mar-21,813,2,567,1382,132.12,264.8,12.44,61.33,30.85,33.74,2.36
21-Mar-21,823,1,613,1437,141.18,252.71,18.39,64.45,28.96,36.65,2.35
22-Mar-21,888,7,565,1460,73.24,182.88,11.01,63.28,24.1,13.25,2.21
23-Mar-21,1101,4,620,1725,59.87,191.89,42.49,80.91,27.16,18.17,6.36
24-Mar-21,1254,6,769,2029,84.89,166.12,5.98,45.19,29.91,27.71,0.65
25-Mar-21,1515,5,903,2423,56.25,107.2,3.42,36.97,27.11,16.41,0.56
26-Mar-21,1534,9,971,2514,73.89,135.7,8.52,54.03,28.01,24.22,0.73
27-Mar-21,1558,10,974,2542,116.74,210.43,21.97,72.69,30.12,34.22,0.81
28-Mar-21,1881,9,952,2842,105.03,216.29,22.87,65.49,30.54,25.04,0.75
29-Mar-21,1904,6,1411,3321,69.4,185.67,26.29,72.24,30.87,23.47,1.08
30-Mar-21,992,4,1591,2587,105.56,360.74,23.96,52.25,34.3,19.7,0.8
31-Mar-21,1819,11,399,2229,60.77,215.28,2.35,35.5,26.86,22.16,0.5
01-Apr-21,2790,9,1121,3920,51.26,197.2,2.24,35.34,24,28.12,0.72
02-Apr-21,3594,14,2084,5692,67.06,168.39,4.26,51.37,24.63,36.34,0.65
03-Apr-21,3567,10,2904,6481,56.75,145.78,17.89,74.57,25.36,29.08,0.78
04-Apr-21,4033,21,2677,6731,86.4,196.67,20.94,77.12,27.38,42.61,0.83
05-Apr-21,3548,15,2936,6499,82.28,215.47,19.11,93.96,30.18,36.34,0.93
06-Apr-21,5100,17,2330,7447,117.71,292.31,9.46,99.07,36.43,35.39,0.95
07-Apr-21,5506,20,3363,8889,72.78,222.88,3.58,49.49,31.28,27.74,0.69
08-Apr-21,7437,24,3687,11148,59.16,143.05,12.01,60.27,26.85,35.53,0.72
09-Apr-21,8521,39,5032,13592,60,171.65,18.4,70.89,28.11,28.96,0.77
10-Apr-21,7897,39,5716,13652,75.11,190.02,13.61,76.39,30.86,36.66,0.84
11-Apr-21,10774,48,5158,15980,85.08,197.89,16.98,73.45,29.72,43.66,0.82
12-Apr-21,11491,72,7665,19228,109.52,258.85,16.91,73.61,30.31,42.18,1.07
13-Apr-21,13468,81,7972,21521,106.14,250.41,15.31,62.33,29.2,41.8,1.1
14-Apr-21,17282,104,9952,27338,72.14,199.1,5.39,52.52,25.4,28.57,0.94
15-Apr-21,16699,112,13014,29825,94.43,254.85,10.05,57.87,24.19,30.08,0.98
16-Apr-21,19486,141,12649,32276,95.71,278.71,12.55,54.09,25.16,23.85,0.99
17-Apr-21,24375,167,15414,39956,44.8,81.38,7.25,30.87,32.56,16.42,0.73
18-Apr-21,25462,161,20159,45782,73.57,157.22,5.84,44.85,28.78,27.35,0.88
19-Apr-21,23686,240,21500,45426,88.09,223.89,20.03,62.08,27.04,30.45,1.26
20-Apr-21,28395,277,19430,48102,65.08,188.97,4.34,42.08,25.42,29.6,0.75
21-Apr-21,24638,249,24600,49487,51.16,102.6,2.8,23.46,27.17,22.22,0.72
22-Apr-21,26169,306,19609,46084,44,110.77,4.01,36.85,24.17,17.54,0.76
23-Apr-21,24331,348,23572,48251, ,101.34,4.07,32.29,24.77,21.73,0.75
24-Apr-21,24103,357,22695,47155,63.8,95.96,3.51,37.46,23.17,18.19,0.67
25-Apr-21,22933,350,21071,44354,93.77,179.7,11.75,46.07,24.57,25.32,1.09
26-Apr-21,20201,380,22055,42636,183.57,289.64,23.45,59.17,27.51,36.69,1.65
27-Apr-21,24149,381,17862,42392,215.49,347.31,58.19,63.22,29.03,39.9,1.86
28-Apr-21,25986,368,24130,50484,229.6,381.7,18.15,62.99,27.44,44.89,1.62
29-Apr-21,24235,395,25615,50245,181.44,357.92,7.32,54.76,23.43,44.29,1.14
30-Apr-21,27047,375,25288,52710,131.27,320.59,9.55,50.67,23.79,28.96,1.18
01-May-21,25219,412,27421,53052,76.91,210.16,3.56,36.95,23.56,23.12,0.88
02-May-21,20394,407,24444,45245,69.27,188.97,4.9,33.88,24.56,19.87,0.91
03-May-21,18043,448,20293,38784,98.44,275.2,4.05,31.53,22.66,29.37,0.78
04-May-21,19953,338,18788,39079,68.7,161.89,3.75,31.9,21.88,18.21,0.76
05-May-21,20960,311,19209,40480,73.64,165.19,4.4,34.48,26.76,21.34,0.91
06-May-21,19133,335,20028,39496,55.76,127.36,3.33,27.16,29.71,17.09,0.9
07-May-21,19832,341,19085,39258,56.43,104.74,3.95,39.18,30.96,19.95,0.9
08-May-21,17364,332,20160,37856,71.34,125.07,7.34,49.65,30.94,20.73,0.96
09-May-21,13336,273,14738,28347,53.04,112.33,2.91,28.67,28.85,15.18,0.85
10-May-21,12651,319,13306,26276,51.68,106.73,4.22,40,29.38,15.08,0.95
11-May-21,12481,347,13583,26411,51.1,110.53,2.72,25.9,30.76,17.73,0.77
12-May-21,13287,300,14071,27658,43.66,122.12,3.97,28.66,26.02,17.2,0.78
13-May-21,10489,308,15189,25986,39.48,78.05,3.64,32.12,28.96,9.47,0.84
14-May-21,8506,289,14140,22935,48.23,87.23,3.1,30.7,30,14.51,0.81
15-May-21,6430,337,11592,18359,47.06,139.83,6.02,34.2,26.33,12.02,0.75
16-May-21,6456,262,9706,16424,62.02,132.36,0.54,0.4,0.16,10.53,1.96
17-May-21,4524,340,10918,15782,92.09,173.55,0.29,0.4,0.2,22.97,1.19
18-May-21,4482,265,9403,14150,25.85,51.83,0.1,0.22,0.19,13.82,0.82
19-May-21,3846,235,9427,13508,34.76,44.91,6.91,16.06,6.07,20.84,0.79
20-May-21,3231,233,7831,11295,38.27,62.62,1.31,8.57,9.08,12.26,0.93
21-May-21,3009,252,7288,10549,35.96,54.33,0.73,11.02,8.12,9.27,0.94
22-May-21,2260,182,6453,8895,34.34,55.36,0.78,9.17,7.38,13.97,1.02
23-May-21,1649,189,5158,6996,157.73,342.83,0.63,8.02,7.87,11.11,0.82
24-May-21,1550,207,4375,6132,63.03,120.76,0.26,9.4,7.17,14.96,0.84
25-May-21,1568,156,4251,5975,51.02,109.56,0.51,11.48,6.57,13.32,0.9
26-May-21,1491,130,3952,5573,62.45,114.49,3.72,14.05,6.86,17.78,1.15
27-May-21,1072,117,3725,4914,57.01,115.6,2.48,13.57,7.08,16.6,0.97
28-May-21,1141,139,2799,4079,32.08,69.65,0.31,8.15,7.61,14.53,0.84
29-May-21,956,122,2380,3458,19.96,63.52,0.33,6.49,6.54,16.46,0.76
30-May-21,946,78,1803,2827,26.25,99.09,0.3,6.67,6.21,14.69,0.79
31-May-21,648,86,1622,2356,40.9,96.8,1.12,13.18,5.64,12.16,0.93
01-Jun-21,623,62,1423,2108,32.27,87.65,0.92,10.32,6.25,11.75,0.91
02-Jun-21,576,103,1287,1966,55.28,99.72,1.22,10.91,6.98,17.78,0.98
03-Jun-21,487,45,1058,1590,75.58,138.62,0.37,13.07,7.37,22.37,1.09
04-Jun-21,523,50,1161,1734,83.38,166.22,1.32,13.54,9.28,24.16,1.14
05-Jun-21,414,60,1683,2157,44.51,91.58,0.79,11.53,8.72,14.12,0.92
06-Jun-21,381,34,1189,1604,47.86,114.61,2.54,10.05,7.64,16.16,1.01
07-Jun-21,231,36,876,1143,73.12,153.43,1.1,14.69,7.97,16.73,1.06
08-Jun-21,316,41,521,878,81.31,304.03,1.39,10.97,6.87,22.14,0.94
09-Jun-21,337,36,752,1125,58.99,245.75,1.11,9.22,6.58,18.54,0.81
10-Jun-21,305,44,560,909,59.46,156.52,0.96,10.51,8.29,16.36,1.04
11-Jun-21,238,24,504,766,39.45,119.02,0.87,11.42,7.77,14.39,0.98
12-Jun-21,213,28,497,738,34.3,75.4,0.83,9.67,8.07,11.56,0.97
13-Jun-21,255,23,376,654,22.75,67.31,0.47,10.25,7.51,17.89,0.96
14-Jun-21,131,16,355,502,40.26,83.4,0.64,10.11,7.85,16.24,0.9
15-Jun-21,228,12,364,604,37.57,90.8,0.76,8.32,6.94,16.67,0.8
16-Jun-21,212,25,516,753,42.63,73.73,1.55,12.61,6.99,13.24,1.18
17-Jun-21,158,10,343,511,57.02,92.24,5.23,32.03,19.11,16.82,1.01
18-Jun-21,165,14,260,439,29.05,51.31,5.74,36.63,29.27,18.32,0.82
19-Jun-21,135,7,201,343,27.81,49.21,6.59,30.09,25.52,22.2,0.71
20-Jun-21,124,7,398,529,27.33,44.86,5.44,29.12,23.99,18.75,0.8
21-Jun-21,89,11,173,273,42.23,65.27,2.53,38.57,24.74,20.46,0.85
22-Jun-21,397,8,467,872,46.6,123.73,5.13,58.23,26.15,13.8,1.66
23-Jun-21,588,7,702,1297,80.92,198.92,18.28,59.2,28.7,20.46,1.18
24-Jun-21,109,8,131,248,60.05,110.78,4.51,37.45,31.83,18.56,0.84
25-Jun-21,115,4,198,317,60.54,134.73,3.7,36.04,25.56,20.18,0.7
26-Jun-21,85,9,158,252,48.88,82.5,9.9,46.32,25.78,17.51,1.06
27-Jun-21,259,4,285,548,86.6,152.57,6.52,51.26,34,21.56,1.05
28-Jun-21,59,2,72,133,66.35,122,2.41,41.33,33.49,21.65,0.85
29-Jun-21,101,4,119,224,74.54,161.17,2.91,51.97,29.72,17.64,1.02
30-Jun-21,94,6,240,340,68.91,253.04,3.73,35,27.67,22.57,0.68
01-Jul-21,93,4,111,208,48.46,167.38,7.13,30.25,23.73,17.87,0.7
02-Jul-21,93,2,407,502,60.64,192.02,4.77,31.8,22.9,19.58,0.75
03-Jul-21,86,5,106,197,42.97,96.03,6.31,32.19,23.42,21.85,0.73
04-Jul-21,94,7,111,212,57.16,115.42,15.32,44.38,27.03,21.91,0.94
05-Jul-21,54,2,132,188,56.81,108.92,2.53,28.89,24.9,26.01,0.74
06-Jul-21,79,4,154,237,49.09,137.4,2.56,32.24,26.42,26.9,0.77
07-Jul-21,93,4,64,161,52.35,197.67,2.86,30.38,29.82,19.14,0.75
08-Jul-21,93,3,101,197,44.95,222.2,8,33.04,26.45,19.4,0.77
09-Jul-21,81,3,127,211,49.06,117.01,5.77,42.62,27.59,23.03,0.88
10-Jul-21,76,1,81,158,38.89,66.98,6.85,45.75,53.11,27.06,1.4
11-Jul-21,53,3,99,155,44.84,69.34,4.63,30.88,37.53,21.48,0.82
12-Jul-21,45,3,92,140,35.01,56.58,7.57,31.68,24.83,18.58,0.81
13-Jul-21,76,2,84,162,28.92,49.09,12.04,38.07,23.36,17.75,0.89
14-Jul-21,77,1,71,149,39.79,63.83,15.42,42.84,30.3,43.76,1.06
15-Jul-21,72,1,88,161,40.72,72.09,13.86,42.73,44.18,9.9,2.05
16-Jul-21,66,1,79,146,47.49,96.7,12.04,46.44,37.96,12.82,1.05
17-Jul-21,59,4,91,154,51.99,92.48,3.88,37.78,36.24,13.85,0.83
18-Jul-21,51,0,80,131,34.41,73.83,3.85,36.72,28.11,10.73,0.85
19-Jul-21,36,3,58,97,16.01,26.53,7.71,27.96,27.36,9.16,0.9
20-Jul-21,44,5,37,86,38.81,66.08,15.25,40.71,24.95,12.23,1.08
21-Jul-21,62,4,61,127,43.3,92.51,18.9,44.02,28.01,9.38,1.06
22-Jul-21,49,1,29,79,29.23,66.16,10.58,32.45,29.5,11.58,0.94
23-Jul-21,58,1,69,128,35.49,71.66,9.29,36.9,31.91,14.38,0.98
24-Jul-21,66,0,52,118,58.46,118.96,13.47,48.9,34.04,15.15,1.08
25-Jul-21,66,2,72,140,50.39,102.39,17.63,39.46,39.33,13.44,0.91
26-Jul-21,39,1,80,120,52.19,92.86,7.31,39.55,35.37,16.78,0.95
27-Jul-21,77,2,42,121,38.47,58.79,4.84,30.16,33.42,11.86,0.84
28-Jul-21,67,3,61,131,19.53,31.85,5.82,24.98,26.81,8.62,0.75
29-Jul-21,51,0,70,121,29.55,69.22,11.92,31.33,24.37,13.78,0.98
30-Jul-21,63,3,34,100,42.37,74.17,10.96,36.69,25.66,11.72,0.89
31-Jul-21,58,1,56,115,28.88,76.88,19.4,38.11,28.55,15.03,1.02
01-Aug-21,85,1,83,169,38.51,92.59,24.04,39.73,29.89,18.14,1.19
02-Aug-21,51,0,95,146,48.96,102.41,48.28,41.98,32.42,16.81,1.38
03-Aug-21,50,4,65,119,32.06,80.33,18.94,36.09,29.06,13.73,0.91
04-Aug-21,67,0,73,140,31.31,85.27,16.17,38.56,27.99,12.68,0.94
05-Aug-21,61,2,54,117,44.07,113.74,15.73,35.89,31.35,21.49,0.81
06-Aug-21,44,5,41,90,49.85,114.89,11.94,40.32,36.17,16.36,0.94
07-Aug-21,72,1,22,95,44.49,106.67,14.67,46.61,30.67,21.32,1.05
08-Aug-21,66,0,95,161,68.52,123.07,24.79,45.01,34.51,22.45,1.23
09-Aug-21,39,1,76,116,65.04,111.12,15.63,43.2,33.72,20.37,1.05
10-Aug-21,52,1,45,98,37.76,128.97,4.7,28.06,30.32,15.29,0.79
11-Aug-21,37,0,47,84,28.26,117.29,4.18,21.43,30.38,13.22,0.64
12-Aug-21,49,0,41,90,23.81,135.06,4.72,24.01,24.12,13.27,0.55
13-Aug-21,50,0,84,134,25.92,106.04,4.32,22.34,25.29,10.19,0.54
14-Aug-21,50,1,39,90,23.34,114.96,4.61,24.6,23.46,20.59,0.43
15-Aug-21,53,0,18,71,23.45,117.44,3.23,20.67,24.54,17.6,0.43
16-Aug-21,27,0,73,100,28.43,132.07,3.37,25.59,24.47,21.15,0.45
17-Aug-21,38,4,30,72,44.86,149.93,4.01,34.76,26.71,16.9,0.44
18-Aug-21,36,4,76,116,57.24,169.94,3.54,37.79,22.42,13.26,0.59
19-Aug-21,25,2,2,29,84.7,216.78,10.53,51.46,20.08,16.03,0.76
20-Aug-21,57,0,46,103,49.31,105.04,13.57,34.51,27.96,17.57,0.65
21-Aug-21,19,0,48,67,31.28,59.43,19.95,35.77,23.74,16.11,0.7
22-Aug-21,24,0,56,80,41.36,70.53,8.9,28.36,19.11,15.45,0.61
23-Aug-21,17,0,41,58,44.35,81.26,5.97,29.93,19.2,12.2,0.58
24-Aug-21,151,0,114,265,62.27,115.93,6.85,33.9,21.96,11.75,0.67
25-Aug-21,65,1,86,152,41.01,123.55,4.5,22.57,22.01,10.49,0.49
26-Aug-21,45,0,21,66,35.33,120.33,3.65,20.89,17.74,13.33,0.49
27-Aug-21,61,0,62,123,42.6,172.68,4.49,26.86,16.58,16.21,0.51
28-Aug-21,29,0,48,77,54.44,151.17,9.74,40.14,18.15,15.48,0.63
29-Aug-21,31,0,32,63,67.09,135.18,4.78,30.15,23.02,13.53,0.6
30-Aug-21,20,1,36,57,35.53,92.47,7.22,27.29,21.08,12.55,0.56
31-Aug-21,28,1,53,82,27.79,67.58,21.12,31.9,18.27,18.6,0.67
01-Sep-21,36,0,42,78,29.82,62.17,26.06,31.92,17.59,15.21,0.67
02-Sep-21,39,0,38,77,43.43,85.44,21.18,37.75,16.57,12.32,0.79
03-Sep-21,35,0,17,52,32.52,68.42,10.03,30.54,15.56,11.93,0.58
04-Sep-21,55,0,63,118,40.29,86.17,16.55,39.27,17.61,11.81,0.72
05-Sep-21,30,0,33,63,54.41,103.04,23.61,41.91,18.33,14.98,0.86
06-Sep-21,32,0,16,48,80.28,151.69,28.82,48.63,20,12.53,0.88
07-Sep-21,50,1,30,81,53.48,101.61,16,35.2,23.81,16.19,0.53
08-Sep-21,41,0,13,54,34.54,77.57,16.47,33.26,21.59,10.68,1.05
09-Sep-21,36,0,35,71,41.57,85.32,14.75,37.15,19.8,15.52,2.16
10-Sep-21,36,0,52,88,44.69,87.88,16.38,34.65,18.25,18.3,0.42
11-Sep-21,57,0,44,101,33.35,44.92,24.56,34.54,16.22,17.8,0.49
12-Sep-21,22,0,44,66,40.65,63.75,16.28,32,14.44,20.05,0.41
13-Sep-21,17,0,30,47,49.74,94.64,24.35,33.65,16.41,12.74,0.5
14-Sep-21,38,0,15,53,37.27,97.65,30.88,34.95,16.61,20.12,0.49
15-Sep-21,57,0,53,110,27.55,76.88,16.01,34.97,15.23,19.82,0.42
16-Sep-21,28,1,22,51,30.45,68.66,23.87,34.66,14.63,19.39,0.43
17-Sep-21,55,1,56,112,32.3,78.84,19.86,31.31,12.89,16.58,0.43
18-Sep-21,41,0,44,85,41.14,93.19,15.36,34.74,12.98,20.1,0.48
19-Sep-21,28,0,45,73,34.96,80.62,8.68,27.69,12.61,16.74,0.34
20-Sep-21,20,0,28,48,38.21,86.56,10.22,30.59,12.65,17.58,0.42
21-Sep-21,39,0,18,57,35.73,79.57,12.5,31.29,12.54,14.94,0.43
22-Sep-21,30,0,19,49,32.94,78.25,14.63,36.32,13.37,16.35,0.47
23-Sep-21,48,0,26,74,28.39,61.46,7.44,23.45,12.26,19.24,0.31
24-Sep-21,24,0,66,90,36.59,85.14,16.98,36.43,11.32,22.55,0.51
25-Sep-21,27,0,39,66,43.6,93.25,14.64,33.36,11.75,20.5,0.4
26-Sep-21,29,0,37,66,49.46,95.22,9.88,33.16,11.71,19.53,0.42
27-Sep-21,32,0,37,69,59.34,118.07,8.8,35.39,11.6,19.4,0.45
28-Sep-21,34,2,25,61,53.64,125.73,18.02,40.39,13.43,18.18,0.51
29-Sep-21,41,0,22,63,34.42,90.64,13.77,34.87,13.77,20.28,0.44
30-Sep-21,47,0,39,86,35.5,80.94,6.9,30.89,12.69,17.52,0.36
01-Oct-21,32,0,23,55,51.24,114.6,12.99,47.25,12.74,19.94,0.54
02-Oct-21,33,1,58,92,64.72,127.15,9.45,31,14.85,17.11,0.36
03-Oct-21,33,0,30,63,47.56,106.54,5.47,22.76,13.6,18.55,0.33
04-Oct-21,34,0,22,56,32.65,85.55,10.11,24.64,12.4,18.17,0.31
05-Oct-21,27,0,76,103,49.24,123.2,10.04,33.06,12.16,17.55,0.41
06-Oct-21,26,0,21,47,54.26,114.96,5.85,27.94,13.36,16.33,0.45
07-Oct-21,44,0,15,59,67.73,148.05,5.62,32.37,13.31,19.68,0.49
08-Oct-21,39,0,23,62,72.96,193.66,12.59,43.26,12.36,13.92,0.65
09-Oct-21,30,0,52,82,77.51,198,16.5,45.18,14.03,19.67,0.58
10-Oct-21,29,1,58,88,76.39,193.21,37.19,51.56,16.86,20.34,0.73
11-Oct-21,23,0,1,24,74.48,186.35,39.9,51.95,17.13,19.53,0.62
12-Oct-21,34,0,38,72,84.06,170.24,36.29,53.75,17.49,18.07,0.67
13-Oct-21,31,0,58,89,82.23,165.89,5.71,43.72,15.02,16.42,0.43
14-Oct-21,28,0,29,57,79.91,161.41,6.22,46.32,14.06,22.69,0.46
15-Oct-21,26,0,36,62,101.25,178.64,19.38,57.82,16.4,21.85,0.71
16-Oct-21,21,0,22,43,179.68,269.21,27.83,76.21,16.41,23.65,0.88
17-Oct-21,32,0,38,70,162.88,237.37,18.56,44.92,26.71,15.09,0.6
18-Oct-21,15,0,37,52,24.92,36.5,12.41,31.01,15.11,18.33,0.36
19-Oct-21,36,1,11,48,65.76,109.24,4.3,37.06,13.19,20.25,0.48
20-Oct-21,25,0,37,62,116.81,195.55,25.25,52.38,16.36,22.79,0.83
21-Oct-21,22,0,21,43,82.42,225.09,22.74,50.69,18.57,19.81,0.67
22-Oct-21,38,1,8,47,65.22,199.75,51.75,49.9,19.04,20.31,0.84
23-Oct-21,40,0,46,86,62.4,161.25,37.53,54.62,18.61,17.12,0.49
24-Oct-21,37,0,51,88,71.5,146.36,11.39,46.47,17.33,18.51,0.59
25-Oct-21,27,0,40,67,47.09,100.11,15.55,48.49,14.74,17.68,0.51
26-Oct-21,41,0,25,66,77.98,160.88,30.77,51.84,15.4,21.1,0.65
27-Oct-21,38,0,13,51,127.4,251.57,23.43,64.73,18.14,26.24,0.7
28-Oct-21,42,0,45,87,150.72,265.83,21.9,63.19,20.61,20.05,0.85
29-Oct-21,37,0,48,85,152.62,262.56,50.45,67.66,21.87,24.09,1.24
30-Oct-21,37,0,22,59,136.06,244.49,23.87,69.23,21.82,23.46,0.82
31-Oct-21,45,0,46,91,156.7,307.82,65.95,61.59,23.29,21.59,1.29
